Lch,Wch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
42.37,83.73,1.07,1.71,1.29299687931867e-5,8.49976027511062e-11,0.2244946626293092,61.528694364585526,1.86782761998708e-5,3.118348825359e-10,-0.1819155533593574,60.39641154450222
43.01,38.01,0.22,1.63,8.28972121937815e-6,3.40080797552789e-11,0.2221575214086645,60.040735097812075,7.8896294407558e-6,2.67316965389246e-11,-0.2251006336766272,59.180779672434
25.35,98.43,0.77,1.72,2.09711669170132e-5,1.87984650022232e-10,0.2198812632651476,62.19499636457219,2.22745000360445e-5,4.08921137825236e-10,-0.1936154139291103,60.31191931745472
15.48,47.15,0.92,2.48,1.09183585277828e-5,2.44270615695267e-10,0.212317773239273,62.0536238527983,1.04665286181989e-5,1.06178036813492e-9,-0.1684888079374019,62.60201100254073
27.34,18.14,0.38,1.36,4.35051689481333e-6,2.69069533301796e-11,0.2218976029580061,60.66478005087556,3.90235477586534e-6,2.71919437636082e-11,-0.2170929943371254,60.401918700705906
33.73,88.09,0.77,1.42,1.69758886187725e-5,1.10929354746269e-10,0.2229764350357686,61.266471026487984,1.96193512173483e-5,2.2270969478242e-10,-0.1979039453677219,60.94010723766745
15.15,49.87,1.2,2.77,1.10222703531536e-5,3.36941653475426e-10,0.2097135270081586,64.23777143034697,1.11126081090232e-5,2.82629244803309e-9,-0.1459752160861374,62.689579068695515
33.5,43.66,1.45,1.75,6.93933546240789e-6,6.38049129703478e-11,0.2232411620769547,62.65823783592052,9.2820237614351e-6,5.04538693547526e-10,-0.1599822136299815,60.99153462085187
33.88,22.1,1.15,2.4,3.68381176561793e-6,3.23074552017895e-11,0.2216554226686869,62.41044174602893,4.71022978874988e-6,1.59113467061611e-10,-0.1727901513769216,59.40027691814067
15.34,65.47,1.22,2.19,1.4531105053975e-5,3.62203768261196e-10,0.2122883177734167,62.68196973742228,1.47484899011719e-5,2.69427584825932e-9,-0.1539594394812787,62.329938284268174
21.1,41.6,0.57,1.66,9.88187989019245e-6,9.29902528032738e-11,0.2200746875498684,62.15029737888153,9.15085215191252e-6,1.37386612851077e-10,-0.2060009329900348,59.13164353637354
8.92,74.37,1.14,2.36,1.89660485873188e-5,2.33418620748913e-9,0.1915209125473175,65.88057871030797,1.64772663629995e-5,1.21885373172341e-8,-0.1375707229155664,65.3745187059775
33.02,51.55,0.95,1.89,9.24082048599916e-6,7.18973489266907e-11,0.22247216951623,62.07182703402765,1.1516230917792e-5,2.30257729147393e-10,-0.1850921022930957,59.8934393265392
43.42,86.5,0.63,2.8,1.41961712785613e-5,9.07405643366506e-11,0.2218303793601881,61.90964792092045,1.92397605440035e-5,1.97952452156801e-10,-0.1940535420195209,60.606714673138136
29.89,23.39,0.72,1.79,4.80868377030619e-6,3.54985114207162e-11,0.2209646818346343,61.82083658851782,4.93477406603655e-6,7.50536948548186e-11,-0.1952755022563345,60.847633667238945
20.54,77.03,0.94,1.53,1.71003282471294e-5,1.98537945343811e-10,0.2187698338720453,61.82488631989033,1.74345641056621e-5,6.65519930321834e-10,-0.1810729076034987,61.70966765143426
13.43,46.14,1.08,2.23,1.05171224325723e-5,3.02547643057996e-10,0.2119226298943997,63.07003319457946,9.40420898364199e-6,1.96946084450631e-9,-0.1574816889908454,61.929520924060604
24.87,34.79,0.29,2.91,7.9597558469226e-6,7.60920595927182e-11,0.2162160665352286,61.442663851934824,7.21291866561274e-6,9.48834362782007e-11,-0.2068727413583024,59.00030017657676
22.85,58.86,0.49,2.89,1.29472621914321e-5,1.49041425597511e-10,0.2165698530012714,61.437428724353,1.30102176787113e-5,2.63900871753973e-10,-0.1956901592123224,61.18457789070908
40.12,53.89,0.41,2.73,1.00825367838737e-5,6.15380931781492e-11,0.2201473783861592,61.85803851660698,1.18673665801323e-5,9.10135239448988e-11,-0.2044539310360645,58.610433120582464
42.08,66.09,1.48,2.46,8.83855144601738e-6,7.62981830172041e-11,0.2242584379829318,62.702293379806015,1.45903621347039e-5,6.89155987117403e-10,-0.1563210638289446,59.7057659910743
26.22,49.52,0.68,1.96,1.05433854379864e-5,8.83641956939382e-11,0.2209854432153723,62.13226683799938,1.10413088807274e-5,1.76390810352548e-10,-0.196494170521346,61.284664379001974
25.9,40.51,0.93,1.37,8.37464332035947e-6,7.09158755738833e-11,0.222525060497321,61.931665939958606,8.88591889866364e-6,1.94245799912828e-10,-0.1899027475936845,59.07112216116628
37.39,85.13,0.94,1.57,1.48716274244133e-5,9.76272250524943e-11,0.2238847986179067,61.43608918131215,1.91192070857789e-5,2.8639046632389e-10,-0.1889971383724025,58.83263573412127
18.96,23.05,0.55,2.66,5.39958988667573e-6,7.4425018905901e-11,0.2155454197844122,61.1961641758611,4.94178538129102e-6,1.60904981261473e-10,-0.1908001530699863,59.53659612273571
26.37,91.45,0.81,1.76,1.86854166124013e-5,1.62282382654259e-10,0.2215183276572138,62.17404641468233,1.97641023158561e-5,4.06301444933693e-10,-0.1912678860235951,59.53172911784496
42.21,70.86,0.24,2.9,1.35607918825396e-5,7.4822204832206e-11,0.2202782600390581,61.57932408313596,1.53821818014356e-5,8.34527177647558e-11,-0.2119348856954711,60.74289637087471
19.12,97.33,1.09,2.22,2.05610260204032e-5,3.3632112207835e-10,0.2161454977364904,61.044970513710645,2.17518816747955e-5,1.86441698910311e-9,-0.1642646349315743,62.53232001077415
10.42,66.92,0.59,1.93,1.83372106808695e-5,5.31284367276867e-10,0.2111470648651911,62.28815645582231,1.48823683063019e-5,1.13264118253643e-9,-0.1868357137007184,62.23853145942257
12.55,66.55,0.44,2.75,1.75415063232218e-5,5.39587250059762e-10,0.2070359839696521,63.8833498605728,1.49072975148057e-5,1.10450135714544e-9,-0.1814948336509764,62.200734687234714
12.55,13.45,0.87,1.46,3.44851716398423e-6,7.27466739742736e-11,0.2135903949372597,60.56438713812742,2.67045392918176e-6,2.1419902772364e-10,-0.1806572459149313,61.43366155409626
23.28,31.7,0.69,1.49,7.13940760484401e-6,6.22561368308127e-11,0.2210499956984738,61.915685215224805,6.95757361602785e-6,1.09121440141573e-10,-0.2008415503329925,60.46549746672794
7.46,79.78,0.31,2.94,2.28275407757152e-5,2.76929045810388e-9,0.191574782116539,66.25858762265871,1.77644342555435e-5,3.91351673768676e-9,-0.1755664489873249,64.49123032464965
15.64,16.25,1.19,2.03,3.73511743457303e-6,7.77318201134011e-11,0.2135248743881333,61.367154761080634,3.44709740478436e-6,3.98938344169925e-10,-0.1645851332401926,62.59353815866649
20.81,65.32,0.51,1.9,1.58050795489223e-5,1.61067887374466e-10,0.2175849876179958,61.71936271430785,1.46315350421944e-5,2.64748288028757e-10,-0.1999217158073403,61.008991376656596
21.8,86.6,0.79,1.61,1.89140978056391e-5,1.9323695905676e-10,0.2205932281564681,62.38365308193856,1.86097775051815e-5,4.30518759082784e-10,-0.1936242910413305,60.314732354939224
37.82,67.87,1.16,1.66,1.0885267470989e-5,8.01222489008876e-11,0.224132842020851,61.87985642943565,1.51236688767185e-5,3.53100237257912e-10,-0.1764172631751263,60.49942346954503
9.05,79.39,1.26,2.97,1.98373969572961e-5,4.2821404208456e-9,0.1818855421814476,69.02612077497575,1.77116365868418e-5,3.30738940978965e-8,-0.1132752894989464,70.48210872772081
14.74,65.56,0.67,2.42,1.5874649235714e-5,3.31781357306455e-10,0.2129391856993505,61.27207419674427,1.43621563828281e-5,8.75959909028546e-10,-0.1827048350135259,62.84289412741034
24.31,49.21,0.64,1.35,1.11494321423427e-5,9.044517472278e-11,0.2210567538669971,61.680745891470046,1.0826054959134e-5,1.34907111903334e-10,-0.2061279702577924,58.6697423245139
30.58,12.35,1.29,2.33,2.15542927261997e-6,2.01741604927667e-11,0.2218248973072931,62.4832563564794,2.46157154154044e-6,1.26269003132919e-10,-0.1665404319575136,60.860284661349475
25.94,55.45,1.34,2.63,9.77714237720952e-6,1.2677270399882e-10,0.2195878551626117,61.74649634958307,1.22672531554758e-5,9.74797580369321e-10,-0.1570497321314864,60.03894151014323
25.6,28.65,0.35,2.59,6.46975166333328e-6,5.51814254036192e-11,0.2187554574938832,62.13507437768986,6.27759976858565e-6,7.0549363269091e-11,-0.2078121641760483,59.267467886864964
21.05,16.56,0.44,1.42,4.17520112832395e-6,3.43080170423546e-11,0.2207037199789438,61.390396594203466,3.56615819232773e-6,3.67897212112428e-11,-0.2148617008860425,61.43512418626315
33.53,19.81,0.75,2.13,3.78927363555983e-6,2.68060901028692e-11,0.2216053420021214,61.86446861079548,4.19314465680444e-6,6.30910149569352e-11,-0.1931547875365296,60.29008067916879
25.65,10.28,0.26,2.44,2.42180179269094e-6,1.81364137398159e-11,0.2195362071386782,61.69520770048904,2.14409124804246e-6,1.83773678583422e-11,-0.2149908076789433,61.481678805909965
15.57,45.91,0.6,2.58,1.12770264465473e-5,2.14555333750553e-10,0.2126946779542217,60.9134408772692,1.01859297645472e-5,5.35850844374966e-10,-0.184482943341545,62.43680399891399
33.85,95.67,0.8,2.47,1.70911361520024e-5,1.37186540150724e-10,0.2209119825055446,62.358889643604265,2.10949411235551e-5,4.09211025940263e-10,-0.1857659901199988,59.726780631353904
10.7,86.72,1.22,2.66,2.07359850746351e-5,1.56178682882587e-9,0.199560351933067,65.84365427099281,1.90085503310873e-5,1.38958177023252e-8,-0.1312462342414011,65.19843156769775
31.56,78.84,0.28,1.96,1.78217378829613e-5,1.05403042717874e-10,0.2209966371905703,61.04454424228917,1.7390025600249e-5,1.04966142205104e-10,-0.2168880689606429,60.68705969384221
25.97,38.14,0.91,2.25,7.35963480839608e-6,7.4951842362742e-11,0.2205328655844988,62.23664331029477,7.87241948396145e-6,2.49680414667015e-10,-0.1816090046930386,61.27381572710259
43.63,84.69,0.27,2.21,1.69280738684809e-5,8.01224096595748e-11,0.2213104371474916,60.81755753286083,1.90102599378146e-5,7.90629572682466e-11,-0.2166560940986279,60.30681330917305
24.56,47.54,1.14,1.52,9.48312848929606e-6,9.83454925935591e-11,0.2204918667135177,62.18755070522455,1.05847288900085e-5,3.94543288360676e-10,-0.1768257846270792,60.58258916274065
10.91,42.11,0.73,2.03,1.11612782910027e-5,3.50544999314523e-10,0.2100334631409106,63.17055230942486,9.22250128883294e-6,1.00728998449813e-9,-0.176509847960001,60.37992676582988
35.89,28.72,1.43,2.37,4.25116918182458e-6,3.97626226182783e-11,0.2229771462977106,62.604085586652715,5.88764290711394e-6,3.48654786835958e-10,-0.1572666701434308,60.09487428041893
42.6,24.93,0.97,1.44,4.07712480472281e-6,2.40729240869289e-11,0.2244731877211957,61.03589245803068,5.21772902609569e-6,6.82116101891117e-11,-0.1904177506261473,59.32066793626438
9.99,17.43,1.04,1.67,4.59043359211941e-6,1.65992089793401e-10,0.2101782842810903,63.64506218665074,3.76893548383841e-6,6.4672903522914e-10,-0.1687670424719631,63.10526878028262
31.97,38.78,0.31,1.97,8.7041259016848e-6,5.15266242678948e-11,0.2209627441530821,61.11967358036151,8.48430450400281e-6,5.32192305353978e-11,-0.2156753478992855,61.07477721844859
17.4,37.32,0.9,2.03,8.5070518105347e-6,1.29433428425385e-10,0.2172008752201254,61.42450310697075,8.13452845875835e-6,4.59461265256782e-10,-0.1781893459988265,61.166580618985044
21.99,19.18,0.54,1.46,4.61979230064713e-6,3.85306271504401e-11,0.2211745394477275,61.56797797559088,4.07426735971268e-6,4.9306360978982e-11,-0.2101948040656402,59.93459523468042
23.55,41.74,1.31,2.98,7.56303188865165e-6,1.21708478060427e-10,0.2165743077051479,61.01628982017083,9.11731663725177e-6,9.67652834823684e-10,-0.1541374730467886,60.16441977693618
43.24,21.47,0.99,2.87,3.26722979330673e-6,2.31880121648448e-11,0.2226596404411076,62.21297500186414,4.6169839281128e-6,9.1049019034824e-11,-0.1782779469100946,61.23118873773538
39.9,97.21,0.71,1.76,1.75257566477446e-5,1.03501110381501e-10,0.2226970840551097,61.24206605149264,2.14290095615824e-5,2.12214410126871e-10,-0.1969523989808051,61.104701870847876
11.77,12.85,0.7,1.83,3.33524021894628e-6,7.85939873258469e-11,0.2127670988966907,60.805850435575515,2.58589709350795e-6,1.88555489669491e-10,-0.1860170459792377,61.87978907675422
16.69,95.23,1.32,2.89,1.99695136306249e-5,6.03336188724364e-10,0.2090829317506807,64.38320266043529,2.13541932814579e-5,6.17041404921871e-9,-0.1395652192072947,62.19507129161178
37.54,73.01,1.3,1.31,1.1549339428162e-5,8.57003628599527e-11,0.2246518876165481,61.806193332590865,1.59126410674638e-5,4.48755659386662e-10,-0.1730041103391088,59.34417905340312
11.3,65.95,1.03,2.54,1.61947886914263e-5,8.1284092736278e-10,0.2043067013326205,63.55792994249089,1.46262878423894e-5,4.92602937790447e-9,-0.1481123315144908,63.19640240453701
31.13,17.3,1.26,2.41,2.97822665166728e-6,2.79254571132541e-11,0.2218376810014502,62.453290303486675,3.72746296531243e-6,1.84751983292301e-10,-0.1646478070969738,61.40895530333783
10.83,23.69,0.76,1.3,6.20910999115376e-6,1.4644794467111e-10,0.2145547281224177,60.8091587116444,5.06847157443013e-6,3.34692429632776e-10,-0.1890883844460821,60.71066973724555
16.57,29.86,1.44,2.75,6.29835088978338e-6,1.84123081668951e-10,0.2096747771637463,64.16830751874484,6.30667449137386e-6,2.21431328223475e-9,-0.1369302702806776,62.41532407144301
28.11,71.23,1.04,2.98,1.2578222514732e-5,1.47581422785466e-10,0.2186909732718059,61.63754004487195,1.50972254018661e-5,7.70688266096557e-10,-0.1671579121235828,60.585190022488746
24.65,60.6,0.35,1.62,1.48003409245569e-5,1.0869205789307e-10,0.2198399347069346,61.48378191739816,1.37299209890917e-5,1.06037687939829e-10,-0.2161705062169179,60.91322708889896
22.57,58.63,0.68,1.64,1.32594793713123e-5,1.22680253874157e-10,0.2206019904258409,62.20500005452653,1.29549059521319e-5,2.22181524190996e-10,-0.1993147405158069,61.09339348998477
32.61,22.3,0.52,1.23,4.73376956030585e-6,2.72415997797146e-11,0.22293223914971,60.53022022198151,4.71677644850219e-6,3.27328229840444e-11,-0.2128576267154535,60.876378493468636
12.96,41.22,1.42,1.65,9.71847057360269e-6,3.34936690298218e-10,0.2084341589418059,64.2863564356997,8.91714316173413e-6,1.55554442124852e-8,-0.1021089856608072,68.67229466214309
28.75,99.97,0.6,1.53,2.15638572457676e-5,1.51849218053342e-10,0.2214952342241734,61.467182292024525,2.22983915378122e-5,2.44198893411515e-10,-0.2037357524108591,59.029265764647995
12.72,76.25,0.98,1.46,1.88992364735505e-5,4.51615596266654e-10,0.212474706036702,61.31250184247707,1.72480627152219e-5,1.7336201401587e-9,-0.172076682414449,60.508190023078036
27.83,93.06,0.4,1.56,2.16317786851756e-5,1.41462542236487e-10,0.2212704559657602,61.10451477836531,2.07157201448193e-5,1.58592295013939e-10,-0.2132545810976811,60.95518981242586
40.42,36.62,0.87,1.28,6.39883351899577e-6,3.74655178839008e-11,0.2237930641913461,61.02318653652412,7.8571021042502e-6,9.07430037977694e-11,-0.1934517260434981,60.28445111654909
33.79,47.83,0.23,1.23,1.15428706701747e-5,5.43900816821262e-11,0.2218295179293495,60.00308575968384,1.06048828771611e-5,3.85634729427637e-11,-0.2273206660212536,59.856699222340396
17.62,42.23,0.75,1.94,9.87927770731718e-6,1.34696665096689e-10,0.217839925456751,61.67700555164876,9.2358501596015e-6,3.61494826232103e-10,-0.1876644504835281,60.5026450094248
18.17,28.94,0.98,1.27,6.6591557668963e-6,8.20205747067263e-11,0.2199166950691283,62.146236729628654,6.22982858218694e-6,2.72699838743823e-10,-0.1826248649165735,61.44465701956184
18.17,33.28,0.72,1.84,7.84747743821715e-6,9.8542002217176e-11,0.2182471686578786,61.83027776240055,7.19399558784074e-6,2.37067214160516e-10,-0.1909196650637232,59.43814699359004
28.27,71.46,0.88,2.14,1.37040514811425e-5,1.25977241270921e-10,0.2205985691453388,62.27278643463718,1.56301174271254e-5,3.93518575454588e-10,-0.1834330059040314,60.40185958538005
36.22,27.69,0.93,2.84,4.64267658805439e-6,3.72367884885205e-11,0.2216043680818675,62.48539055085091,5.90716840566112e-6,1.50041727774612e-10,-0.1773669925936892,60.96608298483539
18.23,33.19,0.49,1.95,8.22700333842412e-6,9.50357090228496e-11,0.2178751623681034,61.86830147296636,7.21414723899218e-6,1.5036691512911e-10,-0.201792278149905,60.93949347189352
17.28,92.44,0.67,2.45,2.14945454351303e-5,3.39338780862827e-10,0.2157944691601094,61.13776658918712,2.06165638303873e-5,9.31036963295196e-10,-0.1842327351219917,61.90858728882435
40.25,41.44,1.04,2.85,6.27470919943257e-6,5.08535621642111e-11,0.2215715219487374,62.36098144111732,8.73548063698115e-6,2.42038452933317e-10,-0.172768541939026,59.328409502180726
27.48,51.75,1.07,2.51,9.50915419756656e-6,1.01693687821634e-10,0.2200662057581905,62.01241723290436,1.15638359022953e-5,4.61828866956079e-10,-0.172865357482183,59.38534746735075
37.69,34.2,0.76,2.51,5.95132092742279e-6,4.18503065692466e-11,0.2219061653612217,62.044773127835214,7.40828454838855e-6,1.10661200560669e-10,-0.1897732706177196,59.13663308645925
26.53,27.12,1.3,1.94,4.9339217375761e-6,5.34533771249618e-11,0.2212867962705994,62.27984397280221,5.84685926813962e-6,3.1471146995782e-10,-0.1663476907459262,60.59274329508085
19.11,31.28,1.29,2.96,6.2021613383317e-6,1.33635517243107e-10,0.2134785266186999,62.37891234966775,6.37431060651114e-6,1.33204718167702e-9,-0.1450440649660855,62.283479461369005
19.89,37.79,1.11,2.08,7.90121418398049e-6,1.18484822648244e-10,0.2168153457348606,61.22466478758873,8.27377090873144e-6,6.37219064044401e-10,-0.1660927472569249,61.72150561977506
25.66,53.25,1.13,2.09,1.00744475139101e-5,1.08823626409119e-10,0.2209223092727201,62.20571464693753,1.18691510118319e-5,5.01498493191515e-10,-0.1731921500401638,59.46242467246016
31.83,52.42,0.2,2.66,1.16222180802976e-5,7.53904869073e-11,0.2193107431730878,61.794479701648,1.16637218508625e-5,7.65502038141831e-11,-0.2146883707175177,61.620862128371726
44.01,32.85,0.55,2.84,5.59186150718643e-6,3.35658460639076e-11,0.2214992245409763,61.757451819492104,7.07512024456752e-6,6.26419992850889e-11,-0.1982435514474272,60.80817622045989
30.38,58.92,0.51,2.26,1.2315228021219e-5,8.93684810589167e-11,0.2205427053834458,61.94560457474632,1.31878465835875e-5,1.55931506701258e-10,-0.2002424238117437,60.49891572661896
27.0,15.69,1.4,1.48,2.87646026622647e-6,2.87100310109262e-11,0.2221790919665002,62.57075013736746,3.33125701699667e-6,1.72336837963758e-10,-0.1672172738620616,60.17824665824882
30.55,86.86,1.38,2.61,1.3886619114573e-5,1.56683069041817e-10,0.2213043248243912,62.12002522353274,1.86688749078233e-5,1.45728943032053e-9,-0.1544608296381172,59.181121733684236
31.35,50.64,1.15,2.84,8.49398261166849e-6,8.70284799953844e-11,0.2206304815897476,62.09776723624273,1.12027410836242e-5,5.32428377095261e-10,-0.1647845399891686,61.322437076449525
24.04,89.13,0.47,2.84,1.95468416770127e-5,2.09223942611238e-10,0.2165915730899603,61.4476722890331,1.94628269287279e-5,3.55307337796192e-10,-0.1969712356700232,61.58529184159663
15.8,12.94,0.57,2.83,3.06159464633003e-6,5.87658134851765e-11,0.2127238617086597,60.73247902951493,2.58355799616888e-6,1.21092071243945e-10,-0.1903494932393938,60.70076006197879
30.08,49.61,1.33,2.55,8.34571718755828e-6,9.27298223777049e-11,0.2197201648341382,61.777435646334254,1.10576123574557e-5,7.28815943204455e-10,-0.1569189146572303,59.93111703191899
23.52,94.31,0.35,2.26,2.24244188584007e-5,1.98201047729828e-10,0.2181670046191882,61.99659564232611,2.09318409264228e-5,2.34692920509384e-10,-0.2096447243748971,59.83671755462724
19.33,28.19,0.42,1.6,7.11261865380236e-6,6.85561439260392e-11,0.2192029708593881,62.07353669268742,6.07205005158699e-6,8.49058055218605e-11,-0.2097657310922207,59.715676339596655
25.87,87.42,1.06,2.29,1.64169231361657e-5,1.80971742403877e-10,0.2203282708225815,62.07679629694392,1.95820881624863e-5,8.08300434330719e-10,-0.173458912865718,59.56563994043488
