Lch,Wch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
9.84,10.24,0.96,1.29,2.77040134855115e-6,7.87231882896011e-11,0.2131985240153948,61.492616095648515,2.06896965211239e-6,2.29490048587176e-10,-0.1803725742424258,61.26131285369105
10.36,62.1,0.27,2.69,1.72980817483103e-5,6.32481408331225e-10,0.207048909089012,64.21709336132818,1.38698731659302e-5,9.10353103548641e-10,-0.191869619086543,61.301549322233164
19.21,29.39,0.82,2.11,6.61933262521179e-6,8.88503274317414e-11,0.2171890342064847,61.48462137189978,6.1482903682894e-6,2.76604520961209e-10,-0.1817797267634973,62.019818383052204
22.72,63.9,1.11,2.3,1.2587418122973e-5,1.64925729531182e-10,0.2185855621947474,61.63465046943352,1.43672360915681e-5,7.78788321333875e-10,-0.1709908805060248,59.76064088930155
26.64,39.91,0.92,2.82,7.27368226841376e-6,8.31065919903105e-11,0.2191609480105951,61.862317374581835,8.22671270294798e-6,3.26568620804552e-10,-0.1758368466683405,60.38034158151156
31.26,84.28,1.31,2.61,1.3556475120803e-5,1.45700951452144e-10,0.221369747727823,62.17752414346402,1.82965485055704e-5,1.19089700885604e-9,-0.157465259001091,60.184575321377935
15.51,65.15,1.49,1.95,1.39151158095992e-5,3.74010792440627e-10,0.2121634553065156,63.16692498797734,1.44596959781368e-5,4.33333242583323e-9,-0.1405568552899018,61.908185735773884
14.99,63.75,1.11,1.57,1.49804874135184e-5,2.86980418603493e-10,0.2154820174776085,60.91783201537236,1.43006227923933e-5,1.40863603311408e-9,-0.1690994446570441,61.96610388473251
33.46,97.75,0.45,1.78,2.06222025985307e-5,1.23854152798594e-10,0.2215038905237983,61.14154740849252,2.14744743233497e-5,1.56966184106898e-10,-0.2104031085829586,60.13079546920219
20.06,98.91,0.45,1.54,2.48707559850569e-5,2.32985286015409e-10,0.2190211180472094,62.10994247417985,2.19119602932687e-5,3.02835362742114e-10,-0.2084166307169782,59.28432961937016
18.39,42.77,0.63,2.78,9.78950068458636e-6,1.53274668814278e-10,0.2149514183244286,60.9615871227254,9.45718709555949e-6,4.11134725165964e-10,-0.1836290567273573,62.04005018350458
12.77,89.7,0.57,1.73,2.36541719289956e-5,4.74826800214301e-10,0.2129070750458366,60.40693818037082,1.9220837225646e-5,9.13803483578695e-10,-0.1916312239428433,59.41813631045174
27.08,54.31,0.52,1.8,1.20499992100229e-5,8.94245355414612e-11,0.221035739705354,61.65104969294072,1.19010708858566e-5,1.3037022669834e-10,-0.2065906243064999,58.79842703515101
28.07,75.67,0.88,2.2,1.45021331778083e-5,1.35685127784809e-10,0.2204745263023944,62.23466471647024,1.64752549729002e-5,4.30675200732599e-10,-0.1827829075903799,60.658164689944115
38.89,32.28,1.07,1.23,5.47247254084226e-6,3.4998315890995e-11,0.2243110525354982,61.29523698135528,6.61708112851881e-6,1.2335687357061e-10,-0.1835361557287285,59.788559249017
23.31,28.08,1.3,1.74,5.30791010953815e-6,6.58073516387123e-11,0.2201006732719724,61.996861611104265,5.89155980874912e-6,3.60032274310544e-10,-0.168011587198334,60.40100331991162
16.85,30.71,0.78,1.51,7.37980451515402e-6,9.73732874106691e-11,0.2182709771484981,61.77110972292601,5.83314976382551e-6,2.35321498883432e-10,-0.1913404531459445,59.435747666798186
41.41,52.21,0.67,2.15,9.15984503248118e-6,5.41907507879552e-11,0.222782387599824,61.372772733806066,1.16253940258749e-5,1.05734016264059e-10,-0.1981871436719474,60.78351109594662
36.58,43.85,1.0,2.82,7.13275952842119e-6,5.91749382665342e-11,0.2217840738423418,62.46154085410643,9.69840576836476e-6,2.78629158639633e-10,-0.1735547042362526,59.68921091141309
36.14,26.19,0.3,1.4,5.93475790296317e-6,2.7995353812666e-11,0.2225747045697209,60.119465866230044,5.63641179582629e-6,2.42158927929643e-11,-0.2225960511458872,58.504786811670485
35.06,84.84,1.23,2.82,1.32440899126165e-5,1.29968275127704e-10,0.2207109129848788,62.00985470492966,1.8720990940098e-5,9.31058288668887e-10,-0.160238930827248,61.1775796467252
28.43,50.73,0.43,1.37,1.17177579795874e-5,7.38120331895852e-11,0.2217180405543558,60.883158495798796,1.13888016898437e-5,8.38431779766695e-11,-0.2133724835192734,60.985039162547274
17.43,41.4,0.25,1.74,1.11320944929518e-5,1.12019372171827e-10,0.2188743895152952,62.06893177422122,9.09322971441801e-6,1.04481886652475e-10,-0.2171762707936888,61.19215261510096
28.54,62.38,0.36,2.07,1.41403491554413e-5,9.84307135625685e-11,0.2198492415709156,61.67528362999521,1.41420495373546e-5,1.18002674684636e-10,-0.2103712534367581,60.049771474073935
22.6,54.65,1.39,2.21,1.03298682675237e-5,1.49133290156514e-10,0.2186434544309643,61.53483809292761,1.22050714135615e-5,1.09999005301242e-9,-0.1577269491659831,60.23727672404482
30.46,64.34,1.27,1.64,1.10949106454389e-5,1.01326408034507e-10,0.2230940651497677,62.51459462433985,1.4105510982728e-5,5.47687527025823e-10,-0.1713637242679324,58.87780020055917
17.83,50.04,0.37,1.44,1.32029814812138e-5,1.2765435393938e-10,0.2199610674762239,61.78532164015474,1.12249218879842e-5,1.3880893151537e-10,-0.2138542265809155,61.000873250988114
34.66,10.43,1.46,2.89,1.6714879323916e-6,1.58729536259413e-11,0.2208509007411103,62.12616375771651,2.0166548932961e-6,1.23909451461026e-10,-0.158933893157652,60.70071310066732
27.49,59.26,1.0,1.63,1.15552606344883e-5,1.02002984466427e-10,0.2219838283933638,62.31098899232576,1.31451558401009e-5,3.41024700883478e-10,-0.1829211914882461,60.53329611363702
23.04,51.86,1.27,1.77,1.00464701806406e-5,1.24312778858077e-10,0.2200532822910679,61.95907398115129,1.14833027085845e-5,6.35014946454477e-10,-0.1698454614908864,59.846619042831755
23.04,58.13,0.52,2.44,1.30276263420517e-5,1.3352078983362e-10,0.218045484602317,61.830771799594885,1.26211314761589e-5,2.22951224237331e-10,-0.1990253147393215,61.45375427582019
36.49,51.6,1.47,1.87,7.70629874335131e-6,6.76080289621105e-11,0.2241949827904917,62.558953009987015,1.13955913029827e-5,5.38239322991591e-10,-0.1600057716073719,61.02472399060041
34.73,85.17,1.25,2.28,1.35554555447834e-5,1.24056024538497e-10,0.2218072930970839,62.325831075593115,1.90638950043088e-5,7.97655982785696e-10,-0.1644378092511779,61.09557184699883
11.54,35.74,1.26,1.85,8.74461677447181e-6,3.60833197817338e-10,0.207412612547647,64.49971135324867,7.43923046455173e-6,2.40361517080491e-9,-0.1489683391805381,63.119458846583306
31.66,25.95,1.18,1.52,4.52527313525927e-6,3.72617566396563e-11,0.2235265226666041,62.02602831646159,5.39650083475988e-6,1.59783375043699e-10,-0.1776490017146224,60.92652719575032
12.06,43.03,0.37,2.16,1.18025115441518e-5,2.67622731021878e-10,0.211164578264642,61.121877230610146,9.6104449500156e-6,4.0360482016915e-10,-0.1960338148823312,60.889342771513824
39.65,30.32,0.65,2.14,5.48080083541743e-6,3.32742432786802e-11,0.2220694689805945,61.456391539684404,6.57757282203392e-6,6.62158455172709e-11,-0.1972639133102179,61.0704816468404
20.86,66.41,0.61,1.86,1.56165916952576e-5,1.64710293891416e-10,0.2178407899589156,61.735361886008505,1.48343643401437e-5,3.25977681929018e-10,-0.1950428347882142,60.73424741944366
44.18,11.05,0.69,2.6,1.86993106977811e-6,1.08396472376628e-11,0.2223388361490348,61.43195553405885,2.23891887042774e-6,2.28368779129197e-11,-0.1960266900243926,61.27176644765314
22.4,82.89,1.1,2.95,1.587788554028e-5,2.49169861248972e-10,0.2165053535662779,61.088170779097176,1.79298456009143e-5,1.4004823542931e-9,-0.1627881363078904,62.075433034197836
19.81,46.27,0.79,1.65,1.06525000241324e-5,1.22500693001219e-10,0.2185891583385026,61.872173488599884,1.02258796672757e-5,3.14264564452621e-10,-0.1894001641785736,59.10376715523939
28.99,44.14,1.43,2.66,7.22318697091204e-6,8.94782499361361e-11,0.2195154634487541,61.68555064106752,9.1950583801116e-6,8.4163271095064e-10,-0.1518674299934875,59.86731566552095
35.29,51.82,1.34,2.81,7.78539700447018e-6,7.92837314685519e-11,0.2209402466235745,62.018562924840566,1.13220906926473e-5,6.30834834005884e-10,-0.1576980511851839,60.30348721233132
38.18,37.93,1.0,2.22,6.21190350036611e-6,4.58232358243577e-11,0.2228611690274134,62.10970550034711,8.23909618579435e-6,1.73735659041098e-10,-0.1793627492159293,61.3569013815691
35.71,48.3,1.09,2.83,7.63527372155418e-6,6.84622873980675e-11,0.2217446940799359,62.37238643126331,1.05890191751222e-5,3.77308046378919e-10,-0.1690668116790123,59.64606518022117
27.98,12.58,0.5,2.87,2.60144700149918e-6,2.25710942040997e-11,0.2186830051405523,62.071901916529086,2.40424954535142e-6,3.78594831186997e-11,-0.1996365486173987,60.968523736774316
41.28,86.29,1.17,2.65,1.26376744757224e-5,1.01083983900035e-10,0.2228956325808,62.55504314853946,1.8690576486008e-5,6.00735138345357e-10,-0.166940728395308,59.71660123461028
27.9,57.72,1.27,2.53,1.00199642330009e-5,1.16636966920702e-10,0.2198007890779239,61.8617196983771,1.27420347752606e-5,7.84608625366855e-10,-0.1608957626822218,61.293877064571646
34.26,34.63,0.95,2.26,6.03067391859286e-6,4.83420235508336e-11,0.2215932407128718,62.36892484500349,7.52390927065395e-6,1.77354790121889e-10,-0.1800712291078896,61.4949054567257
7.57,15.32,0.86,2.69,3.9471599525374e-6,5.56698022803127e-10,0.1926418225715092,66.54043844641214,3.04512025729357e-6,1.81203985518072e-9,-0.1538192770753666,64.70351830749378
38.44,21.24,1.34,1.68,3.1916947026659e-6,2.50776643798864e-11,0.2241476473820067,62.04767174636988,4.18304549221302e-6,1.38873710312557e-10,-0.1712202822424926,58.81103361680684
7.21,63.25,1.13,2.88,1.66244831592019e-5,5.81616393719879e-9,0.1773569452365306,70.28129522989046,1.38100532393318e-5,3.32173182356714e-8,-0.116574045002034,72.44883204998597
23.65,21.27,1.02,1.36,4.47878828069004e-6,4.31296913032201e-11,0.2212270560399363,62.394275893678504,4.47836866332655e-6,1.26637684198654e-10,-0.1871250486048561,59.4260813259398
21.9,14.63,1.46,1.27,2.805464477136e-6,3.52184576153393e-11,0.2210841856777588,62.28587325068335,2.9791364320029e-6,2.00732943918159e-10,-0.1681938133566836,60.46983588076103
24.07,87.66,0.82,1.23,1.88670568496068e-5,1.66399608086952e-10,0.2214762581833851,61.9386803055724,1.8728854833232e-5,3.4639099114016e-10,-0.1960729850729158,61.052470210365165
37.76,67.75,1.5,1.74,9.80366201274167e-6,8.51929573384109e-11,0.2243527202698913,62.506255717281675,1.43102046087485e-5,7.01270604087123e-10,-0.1589319395606157,60.54062728941108
44.98,23.24,1.47,2.46,3.12316873064284e-6,2.45437075518211e-11,0.224053336994874,62.46601849862235,4.91222561148712e-6,1.98707663319616e-10,-0.159126356572637,60.65482651949063
29.92,99.45,0.84,1.47,1.9757889580195e-5,1.49388089090767e-10,0.2218191062493282,61.78150758807682,2.18323520330598e-5,3.72731471181048e-10,-0.1915791891135131,59.621660247236186
14.29,87.9,1.36,2.03,1.95576875514504e-5,5.71924877407538e-10,0.2115725072773442,63.57371765006003,1.90787195499345e-5,5.63999917757549e-9,-0.1441912531479456,61.87128916203048
44.35,41.93,1.44,1.64,5.78727371477246e-6,4.21422460629714e-11,0.2249840805606053,61.94889426431599,8.90954196447933e-6,2.87396823648516e-10,-0.1650337083293693,60.23718112566048
44.09,96.95,1.21,2.88,1.31516691481982e-5,1.07515819038545e-10,0.2231913192473424,62.615308008067416,2.06080245831418e-5,6.8326706361825e-10,-0.1647377114261529,60.51257521985668
32.89,57.56,0.68,2.67,1.06165231979326e-5,8.59909806699633e-11,0.220335960554802,62.28751213088572,1.27729678204662e-5,2.11044236892696e-10,-0.1908123802684088,59.56757581000306
12.02,53.15,1.13,1.86,1.30410491937834e-5,4.55354286968332e-10,0.2086574839327874,64.16273056596972,1.18619039091576e-5,2.35518412554406e-9,-0.1575908888256191,60.633826170702044
21.01,36.27,0.94,2.91,7.57771879918601e-6,1.14239289080235e-10,0.215794071723367,61.02630432937675,8.08646531513977e-6,4.76487506933552e-10,-0.1721341914112097,59.99452114939145
33.39,39.83,0.45,1.62,8.54736887634024e-6,4.94767454528666e-11,0.2218985543991504,60.92488176282057,8.6650779340072e-6,5.7766684501425e-11,-0.2125824938190414,60.83239728812567
28.78,99.32,1.34,1.52,1.73213343402664e-5,1.72599582733777e-10,0.2221896235594931,62.4606218944188,2.19513948812003e-5,1.05499094157397e-9,-0.1659713675607062,60.4300448054082
41.37,23.86,0.81,2.05,4.07851882385388e-6,2.47739367285674e-11,0.2232242706352552,61.40273592317552,5.01669866127467e-6,6.14578949920577e-11,-0.1924368315420781,60.00430122942725
44.58,62.23,1.27,1.97,8.75588299872225e-6,6.29442446227001e-11,0.22447081678481,62.005910226957354,1.36373412939202e-5,3.46837392672467e-10,-0.1713419783623581,58.86353633517426
38.08,21.77,0.49,2.5,4.17075435290146e-6,2.52393290657906e-11,0.2212783703825979,61.55628747536984,4.61296425685049e-6,3.96498822452226e-11,-0.2038552901775856,58.87787080075181
9.67,27.75,1.5,2.58,6.59729160807439e-6,7.73052799973197e-10,0.1950880790085105,67.36144835982762,5.63371280056535e-6,1.07143019183672e-8,-0.1126232860659983,69.89415268677755
10.55,64.96,1.27,2.52,1.57316376480887e-5,1.14922984576469e-9,0.2000855060137819,65.62656230260625,1.42036178344825e-5,1.07731516233123e-8,-0.1307814819602598,65.28339766735303
20.72,74.15,0.86,1.75,1.65883378737866e-5,1.93592444190991e-10,0.2180798239223339,61.664238350816426,1.67966287098939e-5,6.00683416452234e-10,-0.1826870767314352,61.25530069108564
25.75,60.37,1.29,2.9,1.06050530859255e-5,1.44893896925754e-10,0.2188402045479487,61.55854460081564,1.34916468116172e-5,1.1379439781024e-9,-0.1559463615522086,59.727070074546724
27.31,36.0,0.65,2.88,7.13921719831608e-6,7.07033378667348e-11,0.2185659034938387,61.86819511705835,7.8693614073057e-6,1.71793082396234e-10,-0.1895123281166684,59.08895330976119
35.01,68.91,0.87,2.91,1.17367702925067e-5,1.0134420974485e-10,0.2199269608463562,62.034894087215434,1.47177390006315e-5,3.80290263658629e-10,-0.1780145861683158,61.20413280110924
37.88,72.76,0.75,1.51,1.3359767562501e-5,7.98154277916921e-11,0.2235802891310696,61.06362519474054,1.5758374893859e-5,1.62028789322527e-10,-0.1978400238991109,60.812303207699955
15.67,19.47,1.29,2.64,4.32981343010916e-6,1.15083101426186e-10,0.2109065148565238,63.42859777412087,4.20247029506328e-6,9.13659750504559e-10,-0.1498229587550504,63.588229571606895
35.97,93.42,0.89,1.83,1.63703014743946e-5,1.14100517701531e-10,0.2233742309007731,61.65534072674618,2.08983113484997e-5,3.27509909739174e-10,-0.1891093097379461,58.879717548243285
41.81,21.58,1.08,2.0,3.34488401320993e-6,2.26267708763194e-11,0.2241253286535947,61.69082583694391,4.49154293457447e-6,8.60691583133774e-11,-0.1806130023143915,60.93720333402264
14.58,97.49,0.4,1.95,2.59261409802868e-5,3.90402541420111e-10,0.215612495051252,61.277604506158475,2.16981114037093e-5,5.34745281631918e-10,-0.205073432499608,60.85973183401894
29.47,49.09,0.86,2.72,9.01513866521803e-6,8.88544181254849e-11,0.2190618942646692,61.861579740443055,1.05758961473176e-5,3.1727271546064e-10,-0.1782448038139233,61.17850626949536
24.9,20.51,0.34,2.72,4.71829153398337e-6,4.31877736657266e-11,0.2168908473380715,61.63310475450445,4.32490763650342e-6,5.2667108583891e-11,-0.2077971000609903,59.27709059479448
44.08,25.0,0.89,1.21,4.23260314763197e-6,2.26886363802563e-11,0.2245163815567187,60.717725812238385,5.33850056108531e-6,5.25062538672111e-11,-0.195306862329699,60.96142271666927
36.64,81.53,1.04,2.79,1.29246499378371e-5,1.10923756247725e-10,0.2219018820067398,62.44172506268582,1.77536490310607e-5,5.6700445950189e-10,-0.171752439703034,59.086834734861235
31.7,75.48,1.19,1.73,1.29341229854789e-5,1.12703253862466e-10,0.2231523646394472,62.392184471862095,1.63740820814459e-5,5.67533832563644e-10,-0.1733225022690244,59.55048001689341
26.55,58.48,0.54,2.39,1.25111117497197e-5,1.08178295395036e-10,0.2196691927631664,62.237770008423,1.28995642071509e-5,1.91766215177364e-10,-0.1984702559517878,61.2414932121744
21.26,50.22,1.11,1.67,1.05065972348439e-5,1.24981130177007e-10,0.2203695509092736,62.124402660859616,1.126713233603e-5,4.77746873476994e-10,-0.1779923654155561,61.007429337929544
26.57,88.35,1.37,1.89,1.56515542502088e-5,1.78037813605519e-10,0.2214054175032865,62.21881468657052,1.96271475226087e-5,1.25278599390665e-9,-0.1609041285817363,61.23828082548728
29.13,59.01,1.01,2.52,1.07327154504235e-5,1.08233006506082e-10,0.2197386388882684,61.9430879154091,1.31657884813206e-5,4.62088540328667e-10,-0.1741093201559334,59.78354741104458
33.67,90.79,1.11,1.89,1.54281409755102e-5,1.27793201373628e-10,0.2225850051380697,62.353436593609715,2.00267872864748e-5,5.65691096140713e-10,-0.1757592468060733,60.363601785798565
8.14,68.78,1.01,2.86,1.79082174006059e-5,3.46654812556193e-9,0.185257066174863,68.33676604713442,1.49770068852542e-5,1.68824887504362e-8,-0.1316462296642701,68.48507656033553
15.28,72.64,0.84,2.56,1.69778644371728e-5,3.8589078543281e-10,0.2120090682304059,62.162764544383364,1.6302936629026e-5,1.53059386376955e-9,-0.1711586724288253,62.01714736069751
20.08,16.82,0.41,1.25,4.37618869611039e-6,3.66920570760456e-11,0.220033334434833,61.40429371416501,3.6146561271784e-6,4.09380136549236e-11,-0.2134700556529772,60.859128880254815
14.68,55.62,0.24,2.62,1.48433430155884e-5,2.55591362980517e-10,0.2129135142131379,60.64017550535661,1.22303522610997e-5,3.22656939813001e-10,-0.2045834614003112,61.60395609556145
24.13,33.46,1.45,2.73,5.88482848180887e-6,9.26481488102616e-11,0.217127893204414,61.1159038780028,7.01688205164949e-6,8.53472550218657e-10,-0.1500411368342342,61.19604368207031
7.39,78.36,0.99,2.05,2.13707471448398e-5,2.7943222665129e-9,0.1930187158017572,66.45386923436344,1.74903277370442e-5,9.42746478578005e-9,-0.1516175627477864,63.96202007234354
36.29,47.18,0.51,2.36,9.07522153276958e-6,5.76336492140855e-11,0.2215414508918748,61.61601511213018,1.04496711482842e-5,9.31494987180105e-11,-0.2029588205375086,59.24470495924218
30.23,38.25,1.3,1.49,6.75400354064226e-6,6.16431360287258e-11,0.2220234587436344,62.467826693247105,8.45855341031712e-6,4.6867778427293e-10,-0.1608463034371125,61.20197956624937
20.33,89.81,0.83,2.74,1.93332508087576e-5,2.96678192837893e-10,0.2147538949828167,60.794299172729716,2.02746425157239e-5,1.19293147402224e-9,-0.1727096305842793,59.857279659697255
23.87,44.46,0.48,1.79,1.04502090145878e-5,8.63597467747843e-11,0.2196657692038638,61.964722452717695,9.77432538674842e-6,1.11847458452809e-10,-0.2086274721094933,59.45045746217967
24.94,54.97,1.06,2.79,1.05647882354478e-5,1.3507825388233e-10,0.2171636241864628,61.276198128857345,1.23946869894095e-5,6.31888725717502e-10,-0.1695843979588426,60.103756533021645
43.48,41.98,1.06,2.36,6.22215750969106e-6,4.38399693387413e-11,0.2236743294383116,62.00857316753124,8.95203659601815e-6,1.83828584754067e-10,-0.1771998881544645,60.809617162909674
26.75,61.47,0.73,2.11,1.2181568088476e-5,1.11199163624573e-10,0.2207168837833936,62.40229575592,1.36459695729354e-5,2.60084082862053e-10,-0.1920350892758403,59.83012206706613
13.82,23.0,0.99,2.53,5.34592011974646e-6,1.4682646444047e-10,0.2115040907990258,63.04700777186959,4.88023324506915e-6,7.94199261985663e-10,-0.1618316249926138,61.86918307689382
39.39,11.2,0.85,1.41,2.00641582591653e-6,1.1668700441756e-11,0.2235470110057948,60.92255240942669,2.17351968138638e-6,3.08220133033816e-11,-0.1918336022214666,59.71954765956469
18.49,54.78,1.38,2.06,1.1165225336023e-5,2.09265149132575e-10,0.2160108398486824,60.91632948729161,1.23183597444503e-5,1.88517505379095e-9,-0.1512299611096476,61.948389183672994
22.03,38.91,0.42,2.55,9.0229013213152e-6,9.30581398575284e-11,0.2178729502276217,61.84303759642621,8.55869072714932e-6,1.34979183221317e-10,-0.203655916194069,60.17210181070405
14.25,60.02,0.29,1.91,1.64467579889369e-5,2.33591653502596e-10,0.2161842179532535,61.4981389240319,1.33937570853633e-5,2.57407866951019e-10,-0.2113389990851506,60.36875196917832
34.94,12.01,0.38,2.73,2.48790926817632e-6,1.57354092252308e-11,0.2195298647659244,61.814773856492465,2.39130235235273e-6,2.02842933373948e-11,-0.2087140121041372,59.620334230024625
28.33,35.9,1.48,1.51,6.23791563429059e-6,6.4812728422671e-11,0.2220698729865462,62.40756311908971,7.57808742549962e-6,4.73089573963947e-10,-0.1607868298958544,61.1381173514017
23.88,55.83,1.31,2.5,1.03899906729553e-5,1.45711648086647e-10,0.2178043015047386,61.36332521469394,1.25343597373267e-5,1.00253753552911e-9,-0.1588692897505718,60.65575122428131
40.84,82.99,0.81,2.49,1.35833788702601e-5,9.4598685634465e-11,0.2216682793829677,62.10605566530164,1.78692935502469e-5,2.78196467065698e-10,-0.1861985980517688,58.9508865719178
33.16,45.53,0.94,1.22,8.47543155628609e-6,5.85568155334743e-11,0.2237393080551468,61.37030450086399,9.80150781577874e-6,1.54911398147844e-10,-0.1916455701587386,59.720753270502925
40.58,68.05,1.14,2.17,1.0349848728143e-5,7.85964771712967e-11,0.2229740180415288,62.258400102608164,1.4999610731613e-5,3.84808432499738e-10,-0.1730070993771499,59.379909021705124
32.86,93.69,1.44,2.13,1.45731935291422e-5,1.46735812244665e-10,0.2225579845156104,62.43322473568655,2.10374682486919e-5,1.3337695819292e-9,-0.1559437004619333,59.659585414314115
12.89,67.24,1.25,2.74,1.5582243106825e-5,7.88884150816782e-10,0.2025217223542239,63.53266358805323,1.47782538697574e-5,7.38036037333697e-9,-0.1338266502375836,63.108540959543696
37.21,62.15,0.74,2.51,1.08720053453339e-5,7.73679202925399e-11,0.2218952772863376,62.08625658499492,1.3727270537416e-5,2.08101648542521e-10,-0.1896230096081399,59.142501776453635
29.84,94.14,0.24,1.71,2.25498685094361e-5,1.33752639719647e-10,0.2200153033438979,61.03672012967149,2.12734673353184e-5,1.1992816187931e-10,-0.218958329654752,59.64212446265444
36.74,84.54,0.36,1.57,1.81512815307028e-5,9.1569560435612e-11,0.2224613765643992,60.474499322096534,1.87485969923657e-5,9.32167575275352e-11,-0.2167518413168899,60.245893396160085
43.39,40.94,0.95,1.57,6.5775681226288e-6,3.92540262607435e-11,0.224411290005815,61.154891781389,8.71194910308918e-6,1.11796054553043e-10,-0.1900571779926108,59.19701893695896
12.38,71.33,0.4,1.23,2.01572943266549e-5,3.06775562136441e-10,0.2163375983886743,61.42018016584003,1.59779395553882e-5,3.86293938631339e-10,-0.2081951661390897,58.97126184207012
39.29,55.97,0.8,1.62,1.00042200330431e-5,6.03543554354793e-11,0.2232370736219703,61.25406842150273,1.23107181602416e-5,1.37789957495479e-10,-0.1943678782873216,60.619938327560185
29.79,60.74,0.48,1.81,1.31578980321938e-5,9.05631682907102e-11,0.2204209329725386,61.56837047868441,1.31668206551681e-5,1.26168436375733e-10,-0.2073335992795894,59.02686178097144
43.85,29.67,0.86,1.45,4.99215994372921e-6,2.75018981121955e-11,0.2243022200760121,60.8759111623107,6.33237775976637e-6,6.55068841337623e-11,-0.1943069035190853,60.63297959536204
37.44,30.52,1.39,1.27,4.79825862502831e-6,3.60085712831275e-11,0.2246830672430513,61.83696131796017,6.2323816946442e-6,2.16180557591409e-10,-0.1695253028108783,58.833983695512636
35.86,50.8,0.64,2.09,9.59372235926137e-6,6.15454786840834e-11,0.2224211150745395,61.46284666489214,1.13336331547156e-5,1.15955086028132e-10,-0.1990427407302115,60.57709341062012
39.79,22.59,0.26,1.33,5.11755548961184e-6,2.172608734101e-11,0.2220408094025599,59.968214380385675,4.74428825192659e-6,1.80221486582383e-11,-0.2240349664958545,58.76881700579219
7.73,55.13,1.05,1.34,1.52155393856069e-5,1.07436008498371e-9,0.2020075469867584,63.454172485593276,1.22680444862019e-5,3.46539898143645e-9,-0.1640458949664408,61.852727991399945
26.01,78.11,0.8,2.84,1.53478580569239e-5,1.6675521692291e-10,0.2187586387012963,61.80339673671356,1.75421899331198e-5,5.44953369088674e-10,-0.1802708458308645,61.89349366934474
20.28,12.67,0.44,2.11,3.09318969854077e-6,3.19258628717465e-11,0.217350171039609,61.78388046179035,2.53072846567361e-6,4.60206731642425e-11,-0.2046969531870818,59.78475259881267
42.85,82.58,0.84,2.3,1.31762231281515e-5,8.53653721824893e-11,0.2232768845932174,61.72897360581452,1.77464846167565e-5,2.40987721154798e-10,-0.1891379400790421,58.922715319764635
32.47,64.55,0.21,2.86,1.35915437535357e-5,9.41980813448e-11,0.2187682420278323,62.103569245293045,1.36232023695285e-5,1.04439192901074e-10,-0.2116483348090435,60.684495886462535
22.44,87.68,0.78,1.92,1.90912498449407e-5,1.97261569131869e-10,0.2199178890599593,62.1844371408883,1.97232821157032e-5,4.75671367424876e-10,-0.1912002821619202,59.54929186053457
15.32,82.69,1.27,1.58,1.86336456793666e-5,3.93551181400084e-10,0.2146260142864342,61.17229387987337,1.87014559821298e-5,2.53846462523003e-9,-0.1596373732597335,60.945705149838126
24.38,60.51,0.75,1.48,1.32152659400216e-5,1.15658813092571e-10,0.2207518771918637,62.082031462069615,1.33327688513384e-5,2.25069819959373e-10,-0.1972187710713849,61.47976169185354
37.63,64.16,0.99,1.99,1.06039212432575e-5,7.70365050826184e-11,0.2233340686127201,61.93842508837154,1.41234195740134e-5,2.70557726534508e-10,-0.1819263869692401,60.47685489069173
42.79,26.3,0.88,2.71,4.12262605617589e-6,2.80704366532191e-11,0.2226978418347908,61.998671153125876,5.46819412170309e-6,9.22959867479391e-11,-0.1836779641842607,59.95959229750088
41.2,99.89,0.82,2.12,1.66323076708736e-5,1.08897232558628e-10,0.2222190297957922,61.790040189571876,2.18971273321266e-5,3.00914058790842e-10,-0.1891325563300602,58.8871665902538
10.64,40.64,0.77,1.84,1.05982553226811e-5,3.28015953315397e-10,0.2109884291310529,62.69709689181999,8.87088045052228e-6,9.57661080877149e-10,-0.177380155035754,60.59689318704468
37.51,59.43,0.61,1.22,1.17836946072398e-5,6.28428012433444e-11,0.2237322739097213,60.535136293277226,1.32871103984698e-5,9.27072851443835e-11,-0.2079693630435748,59.2605625846085
42.88,39.07,0.81,2.11,6.37783786912682e-6,3.92611926185849e-11,0.2234649391180179,61.45126967225523,7.97515054204352e-6,9.93124721560667e-11,-0.1919318699373754,59.83905107531356
42.54,64.66,0.84,2.63,1.00958225713538e-5,6.9436686906845e-11,0.2227783193407894,62.00457407874918,1.41611098892651e-5,2.11750327975803e-10,-0.1858458696478124,59.16331128346512
24.72,88.14,0.42,2.9,1.93464301901826e-5,2.01276670287087e-10,0.2162172876801539,61.36046555929184,1.98115509597373e-5,3.15112491133121e-10,-0.1989120832456574,61.461470087715355
31.04,68.23,0.68,1.5,1.3909310466527e-5,9.29921952655574e-11,0.2229243439246123,61.216853530891335,1.51717261462736e-5,1.72739852321585e-10,-0.201024386430981,60.27097174879145
13.39,81.14,1.12,2.34,1.86619761610361e-5,5.82621981039246e-10,0.2107213255679447,63.803525413573674,1.78619711156201e-5,4.29842585143276e-9,-0.1525054336048625,63.599329367665035
38.15,92.95,0.76,2.01,1.64865312089827e-5,1.07052678625531e-10,0.2226947095411146,61.60701282351971,1.99639265675282e-5,2.56292461941302e-10,-0.1927243396675159,60.07222267092235
19.28,51.1,1.04,1.72,1.1115565723975e-5,1.51570910872308e-10,0.2182209944172741,61.63091773384206,1.14139903849182e-5,6.22563923767285e-10,-0.1751191473219452,60.10801045562307
